NUM_THREADS,1,1,3,3,6,6,12,12
,MEAN_PI_EST,MEAN_TIME_MS,MEAN_PI_EST,MEAN_TIME_MS,MEAN_PI_EST,MEAN_TIME_MS,MEAN_PI_EST,MEAN_TIME_MS
MODE,,,,,,,,
SERIAL,3.1415,180.125,,,,,,
NAIVE_PARALLEL,3.1416,224.506,2.13496,128.104,1.09053,110.884,0.728185,109.446
PARALLEL,3.14159,188.04,3.14159,67.6446,3.1415,39.7987,3.14139,37.0162
