PROCESS_COUNT,ROW_COUNT,COL_COUNT,TIME_MS
5,43671,43671,1.608179
6,43671,43671,1.557194
2,43903,43903,2.380013
3,43903,43903,1.994386
4,43903,43903,1.870878
5,43903,43903,1.621139
6,43903,43903,1.575984
2,44135,44135,2.467099
3,44135,44135,1.820490
4,44135,44135,1.758284
5,44135,44135,1.766980
6,44135,44135,1.704788
2,44367,44367,2.405882
3,44367,44367,1.934065
4,44367,44367,1.752536
5,44367,44367,1.648792
6,44367,44367,1.649172
2,44599,44599,2.508465
3,44599,44599,2.079863
4,44599,44599,1.952302
5,44599,44599,1.587537
6,44599,44599,1.581724
2,44831,44831,2.469837
3,44831,44831,2.004374
4,44831,44831,1.906436
5,44831,44831,1.785474
6,44831,44831,1.826728
2,45063,45063,2.415167
3,45063,45063,1.961213
4,45063,45063,1.897799
5,45063,45063,1.660717
6,45063,45063,1.694694
2,45295,45295,2.608481
3,45295,45295,2.158168
4,45295,45295,1.731442
5,45295,45295,1.689856
6,45295,45295,1.621141
2,45527,45527,2.674035
3,45527,45527,2.186686
4,45527,45527,1.963641
5,45527,45527,1.824067
6,45527,45527,1.729661
2,45759,45759,2.481252
3,45759,45759,2.215031
4,45759,45759,1.812486
5,45759,45759,1.879270
6,45759,45759,1.763613
2,45992,45992,2.820431
3,45992,45992,2.078597
4,45992,45992,1.860431
5,45992,45992,1.795063
6,45992,45992,1.735207
2,46225,46225,2.699118
3,46225,46225,2.171161
4,46225,46225,1.833991
5,46225,46225,1.735093
6,46225,46225,1.619075
2,46458,46458,2.665540
3,46458,46458,2.314912
4,46458,46458,1.966624
5,46458,46458,1.868154
6,46458,46458,1.605408
2,46691,46691,2.594236
3,46691,46691,2.303226
4,46691,46691,1.915709
5,46691,46691,1.897960
6,46691,46691,1.853666
2,46924,46924,2.593309
3,46924,46924,2.087000
4,46924,46924,1.903769
5,46924,46924,1.847259
6,46924,46924,1.785046
2,47157,47157,2.821003
3,47157,47157,2.298631
4,47157,47157,1.842091
5,47157,47157,1.774478
6,47157,47157,1.735390
2,47390,47390,2.752219
3,47390,47390,2.226907
4,47390,47390,1.999486
5,47390,47390,1.701846
6,47390,47390,1.666723
2,47623,47623,2.706745
3,47623,47623,2.212655
4,47623,47623,2.037567
5,47623,47623,1.947552
6,47623,47623,1.857122
2,47856,47856,2.664627
3,47856,47856,2.113747
4,47856,47856,2.012203
5,47856,47856,1.857606
6,47856,47856,1.864603
2,48089,48089,2.792130
3,48089,48089,2.135552
4,48089,48089,2.024172
5,48089,48089,1.766050
6,48089,48089,1.796656
2,48323,48323,2.900379
3,48323,48323,2.277128
4,48323,48323,1.990701
5,48323,48323,1.772939
6,48323,48323,1.704324
2,48557,48557,2.933540
3,48557,48557,2.251608
4,48557,48557,2.089190
5,48557,48557,1.905410
6,48557,48557,1.716787
2,48791,48791,2.979018
3,48791,48791,2.227085
4,48791,48791,1.925478
5,48791,48791,1.988214
6,48791,48791,1.872803
2,49025,49025,2.937980
3,49025,49025,2.137041
4,49025,49025,1.927758
5,49025,49025,1.908871
6,49025,49025,1.765463
2,49259,49259,3.102940
3,49259,49259,2.339773
4,49259,49259,1.955213
5,49259,49259,1.869742
6,49259,49259,1.766177
2,49493,49493,2.793714
3,49493,49493,2.325844
4,49493,49493,2.169689
5,49493,49493,1.957572
6,49493,49493,1.784287
2,49727,49727,2.761911
3,49727,49727,2.234895
4,49727,49727,2.043760
5,49727,49727,2.026502
6,49727,49727,1.968197
2,49961,49961,2.941543
3,49961,49961,2.262978
4,49961,49961,1.956186
5,49961,49961,1.896808
6,49961,49961,1.808878
2,50,50,0.000032
3,50,50,0.000041
4,50,50,0.000052
5,50,50,0.000065
6,50,50,0.000087
2,134,134,0.000050
3,134,134,0.000069
4,134,134,0.000074
5,134,134,0.000097
6,134,134,0.000183
2,240,240,0.000096
3,240,240,0.000099
4,240,240,0.000130
5,240,240,0.000162
6,240,240,0.000137
2,359,359,0.000205
3,359,359,0.000217
4,359,359,0.000153
5,359,359,0.000244
6,359,359,0.000231
2,486,486,0.000283
3,486,486,0.000420
4,486,486,0.000315
5,486,486,0.000218
6,486,486,0.000294
2,620,620,0.000437
3,620,620,0.000479
4,620,620,0.000363
5,620,620,0.000411
6,620,620,0.000335
2,759,759,0.000788
3,759,759,0.000585
4,759,759,0.000557
5,759,759,0.000607
6,759,759,0.000516
2,903,903,0.000961
3,903,903,0.000778
4,903,903,0.000611
5,903,903,0.000904
6,903,903,0.000520
2,1050,1050,0.001174
3,1050,1050,0.000903
4,1050,1050,0.001013
5,1050,1050,0.000795
6,1050,1050,0.000900
2,1201,1201,0.001560
3,1201,1201,0.001224
4,1201,1201,0.001178
5,1201,1201,0.001120
6,1201,1201,0.001308
2,1354,1354,0.001928
3,1354,1354,0.001459
4,1354,1354,0.001345
5,1354,1354,0.001547
6,1354,1354,0.001553
2,1510,1510,0.002344
3,1510,1510,0.002156
4,1510,1510,0.001629
5,1510,1510,0.001903
6,1510,1510,0.001953
2,1668,1668,0.003152
3,1668,1668,0.002526
4,1668,1668,0.002407
5,1668,1668,0.002126
6,1668,1668,0.002107
2,1829,1829,0.004728
3,1829,1829,0.002943
4,1829,1829,0.002559
5,1829,1829,0.002260
6,1829,1829,0.002743
2,1992,1992,0.004020
3,1992,1992,0.003231
4,1992,1992,0.004056
5,1992,1992,0.003486
6,1992,1992,0.003386
2,2156,2156,0.005064
3,2156,2156,0.003809
4,2156,2156,0.003485
5,2156,2156,0.002990
6,2156,2156,0.002999
2,2322,2322,0.006209
3,2322,2322,0.005076
4,2322,2322,0.006129
5,2322,2322,0.005063
6,2322,2322,0.004428
2,2490,2490,0.007330
3,2490,2490,0.006173
4,2490,2490,0.006391
5,2490,2490,0.004529
6,2490,2490,0.005714
2,2659,2659,0.007317
3,2659,2659,0.006559
4,2659,2659,0.005841
5,2659,2659,0.004468
6,2659,2659,0.004628
2,2830,2830,0.010511
3,2830,2830,0.007155
4,2830,2830,0.007694
5,2830,2830,0.008587
6,2830,2830,0.006200
2,3002,3002,0.011005
3,3002,3002,0.007712
4,3002,3002,0.007857
5,3002,3002,0.006541
6,3002,3002,0.007583
2,3175,3175,0.010930
3,3175,3175,0.008692
4,3175,3175,0.009673
5,3175,3175,0.007491
6,3175,3175,0.008582
2,3350,3350,0.012999
3,3350,3350,0.013519
4,3350,3350,0.009111
5,3350,3350,0.012390
6,3350,3350,0.009691
2,3526,3526,0.014512
3,3526,3526,0.010773
4,3526,3526,0.009990
5,3526,3526,0.009770
6,3526,3526,0.007788
2,3703,3703,0.018486
3,3703,3703,0.011180
4,3703,3703,0.009780
5,3703,3703,0.012507
6,3703,3703,0.011674
2,3881,3881,0.018985
3,3881,3881,0.011554
4,3881,3881,0.009630
5,3881,3881,0.011706
6,3881,3881,0.013136
2,4060,4060,0.016274
3,4060,4060,0.017892
4,4060,4060,0.014158
5,4060,4060,0.013798
6,4060,4060,0.013032
2,4240,4240,0.019649
3,4240,4240,0.014592
4,4240,4240,0.018842
5,4240,4240,0.014992
6,4240,4240,0.012556
2,4421,4421,0.023053
3,4421,4421,0.016749
4,4421,4421,0.012912
5,4421,4421,0.014458
6,4421,4421,0.014837
2,4603,4603,0.024795
3,4603,4603,0.015734
4,4603,4603,0.014168
5,4603,4603,0.014454
6,4603,4603,0.015704
2,4786,4786,0.027264
3,4786,4786,0.016470
4,4786,4786,0.017963
5,4786,4786,0.016083
6,4786,4786,0.016641
2,4969,4969,0.028512
3,4969,4969,0.021432
4,4969,4969,0.018376
5,4969,4969,0.017902
6,4969,4969,0.015939
2,5153,5153,0.032412
3,5153,5153,0.026647
4,5153,5153,0.021514
5,5153,5153,0.019313
6,5153,5153,0.015946
2,5338,5338,0.033505
3,5338,5338,0.022270
4,5338,5338,0.026993
5,5338,5338,0.019339
6,5338,5338,0.023037
2,5524,5524,0.033294
3,5524,5524,0.025753
4,5524,5524,0.019430
5,5524,5524,0.026993
6,5524,5524,0.022933
2,5711,5711,0.040048
3,5711,5711,0.031149
4,5711,5711,0.023030
5,5711,5711,0.022437
6,5711,5711,0.026168
2,5898,5898,0.039744
3,5898,5898,0.030866
4,5898,5898,0.022541
5,5898,5898,0.024915
6,5898,5898,0.021574
2,6086,6086,0.044042
3,6086,6086,0.038386
4,6086,6086,0.032345
5,6086,6086,0.025069
6,6086,6086,0.024144
2,6275,6275,0.050391
3,6275,6275,0.030918
4,6275,6275,0.026389
5,6275,6275,0.031018
6,6275,6275,0.024676
2,6464,6464,0.042044
3,6464,6464,0.030293
4,6464,6464,0.028600
5,6464,6464,0.026792
6,6464,6464,0.025338
2,6654,6654,0.043785
3,6654,6654,0.044631
4,6654,6654,0.033263
5,6654,6654,0.028860
6,6654,6654,0.025112
2,6845,6845,0.055676
3,6845,6845,0.055739
4,6845,6845,0.028716
5,6845,6845,0.029817
6,6845,6845,0.030620
2,7036,7036,0.045526
3,7036,7036,0.046838
4,7036,7036,0.033718
5,7036,7036,0.032472
6,7036,7036,0.030831
2,7228,7228,0.053715
3,7228,7228,0.051855
4,7228,7228,0.037542
5,7228,7228,0.033919
6,7228,7228,0.029681
2,7420,7420,0.054150
3,7420,7420,0.051751
4,7420,7420,0.036306
5,7420,7420,0.032188
6,7420,7420,0.035205
2,7613,7613,0.059233
3,7613,7613,0.055587
4,7613,7613,0.043142
5,7613,7613,0.037057
6,7613,7613,0.035466
2,7807,7807,0.058586
3,7807,7807,0.068087
4,7807,7807,0.039726
5,7807,7807,0.033773
6,7807,7807,0.037190
2,8001,8001,0.058819
3,8001,8001,0.069778
4,8001,8001,0.047387
5,8001,8001,0.041113
6,8001,8001,0.034224
2,8196,8196,0.067578
3,8196,8196,0.076596
4,8196,8196,0.042746
5,8196,8196,0.040582
6,8196,8196,0.041389
2,8391,8391,0.078079
3,8391,8391,0.066203
4,8391,8391,0.041390
5,8391,8391,0.044092
6,8391,8391,0.042759
2,8587,8587,0.070402
3,8587,8587,0.076672
4,8587,8587,0.049363
5,8587,8587,0.046063
6,8587,8587,0.041561
2,8783,8783,0.076640
3,8783,8783,0.085824
4,8783,8783,0.052254
5,8783,8783,0.044812
6,8783,8783,0.041429
2,8980,8980,0.075560
3,8980,8980,0.059580
4,8980,8980,0.054300
5,8980,8980,0.045813
6,8980,8980,0.046302
2,9177,9177,0.103032
3,9177,9177,0.072105
4,9177,9177,0.055350
5,9177,9177,0.047652
6,9177,9177,0.048433
2,9375,9375,0.110572
3,9375,9375,0.068040
4,9375,9375,0.064755
5,9375,9375,0.049464
6,9375,9375,0.056922
2,9573,9573,0.091668
3,9573,9573,0.073305
4,9573,9573,0.059891
5,9573,9573,0.051631
6,9573,9573,0.071489
2,9772,9772,0.095777
3,9772,9772,0.071342
4,9772,9772,0.058191
5,9772,9772,0.081792
6,9772,9772,0.054379
2,9971,9971,0.100394
3,9971,9971,0.074534
4,9971,9971,0.062019
5,9971,9971,0.086669
6,9971,9971,0.056170
2,10170,10170,0.111198
3,10170,10170,0.071940
4,10170,10170,0.068955
5,10170,10170,0.083368
6,10170,10170,0.059351
2,10370,10370,0.111590
3,10370,10370,0.081256
4,10370,10370,0.092364
5,10370,10370,0.065727
6,10370,10370,0.061058
2,10570,10570,0.112377
3,10570,10570,0.117742
4,10570,10570,0.078874
5,10570,10570,0.061636
6,10570,10570,0.062238
2,10771,10771,0.135499
3,10771,10771,0.091186
4,10771,10771,0.078152
5,10771,10771,0.067106
6,10771,10771,0.064130
2,10972,10972,0.121524
3,10972,10972,0.089165
4,10972,10972,0.098213
5,10972,10972,0.075137
6,10972,10972,0.069636
2,11174,11174,0.118558
3,11174,11174,0.129893
4,11174,11174,0.080430
5,11174,11174,0.071166
6,11174,11174,0.069249
2,11376,11376,0.164307
3,11376,11376,0.091175
4,11376,11376,0.098766
5,11376,11376,0.078998
6,11376,11376,0.107860
2,11578,11578,0.140892
3,11578,11578,0.105266
4,11578,11578,0.081468
5,11578,11578,0.104675
6,11578,11578,0.070644
2,11781,11781,0.144943
3,11781,11781,0.096350
4,11781,11781,0.137880
5,11781,11781,0.081091
6,11781,11781,0.067172
2,11984,11984,0.138654
3,11984,11984,0.138302
4,11984,11984,0.087789
5,11984,11984,0.086052
6,11984,11984,0.071918
2,12187,12187,0.180788
3,12187,12187,0.105059
4,12187,12187,0.098412
5,12187,12187,0.083560
6,12187,12187,0.123529
2,12391,12391,0.148514
3,12391,12391,0.115230
4,12391,12391,0.089102
5,12391,12391,0.137838
6,12391,12391,0.085332
2,12595,12595,0.155336
3,12595,12595,0.123597
4,12595,12595,0.144899
5,12595,12595,0.094455
6,12595,12595,0.087136
2,12800,12800,0.162904
3,12800,12800,0.166119
4,12800,12800,0.108317
5,12800,12800,0.093969
6,12800,12800,0.084888
2,13005,13005,0.213169
3,13005,13005,0.126883
4,13005,13005,0.109402
5,13005,13005,0.099256
6,13005,13005,0.134940
2,13210,13210,0.170092
3,13210,13210,0.145802
4,13210,13210,0.112861
5,13210,13210,0.150910
6,13210,13210,0.097684
2,13416,13416,0.189799
3,13416,13416,0.126983
4,13416,13416,0.157631
5,13416,13416,0.106290
6,13416,13416,0.114985
2,13622,13622,0.180885
3,13622,13622,0.194975
4,13622,13622,0.119654
5,13622,13622,0.108555
6,13622,13622,0.096258
2,13828,13828,0.243512
3,13828,13828,0.142394
4,13828,13828,0.121851
5,13828,13828,0.116426
6,13828,13828,0.157513
2,14035,14035,0.188485
3,14035,14035,0.136151
4,14035,14035,0.124759
5,14035,14035,0.168391
6,14035,14035,0.109577
2,14242,14242,0.189171
3,14242,14242,0.218177
4,14242,14242,0.130858
5,14242,14242,0.110690
6,14242,14242,0.161976
2,14449,14449,0.197525
3,14449,14449,0.146616
4,14449,14449,0.135189
5,14449,14449,0.116292
6,14449,14449,0.103673
2,14656,14656,0.212419
3,14656,14656,0.149191
4,14656,14656,0.135753
5,14656,14656,0.124695
6,14656,14656,0.165740
2,14864,14864,0.215826
3,14864,14864,0.171299
4,14864,14864,0.147674
5,14864,14864,0.127280
6,14864,14864,0.122913
2,15072,15072,0.279260
3,15072,15072,0.152822
4,15072,15072,0.149777
5,15072,15072,0.134268
6,15072,15072,0.120056
2,15280,15280,0.232665
3,15280,15280,0.173366
4,15280,15280,0.154376
5,15280,15280,0.130109
6,15280,15280,0.120454
2,15489,15489,0.230543
3,15489,15489,0.237372
4,15489,15489,0.140900
5,15489,15489,0.138112
6,15489,15489,0.122209
2,15698,15698,0.238979
3,15698,15698,0.186510
4,15698,15698,0.220718
5,15698,15698,0.142923
6,15698,15698,0.136867
2,15907,15907,0.280084
3,15907,15907,0.190528
4,15907,15907,0.148242
5,15907,15907,0.187011
6,15907,15907,0.132173
2,16117,16117,0.247769
3,16117,16117,0.257765
4,16117,16117,0.160982
5,16117,16117,0.147359
6,16117,16117,0.211377
2,16327,16327,0.257703
3,16327,16327,0.199789
4,16327,16327,0.248642
5,16327,16327,0.147237
6,16327,16327,0.139956
2,16537,16537,0.344321
3,16537,16537,0.200645
4,16537,16537,0.169995
5,16537,16537,0.238965
6,16537,16537,0.146686
2,16747,16747,0.266137
3,16747,16747,0.272747
4,16747,16747,0.175799
5,16747,16747,0.155348
6,16747,16747,0.228720
2,16958,16958,0.280906
3,16958,16958,0.212040
4,16958,16958,0.269932
5,16958,16958,0.159150
6,16958,16958,0.153193
2,17169,17169,0.375905
3,17169,17169,0.220443
4,17169,17169,0.175158
5,17169,17169,0.239203
6,17169,17169,0.157729
2,17380,17380,0.290152
3,17380,17380,0.316298
4,17380,17380,0.191548
5,17380,17380,0.166142
6,17380,17380,0.258115
2,17592,17592,0.305277
3,17592,17592,0.228628
4,17592,17592,0.281129
5,17592,17592,0.180992
6,17592,17592,0.163700
2,17804,17804,0.400437
3,17804,17804,0.226271
4,17804,17804,0.202488
5,17804,17804,0.253739
6,17804,17804,0.168758
2,18016,18016,0.313897
3,18016,18016,0.337984
4,18016,18016,0.210835
5,18016,18016,0.194230
6,18016,18016,0.266368
2,18228,18228,0.318067
3,18228,18228,0.240593
4,18228,18228,0.298545
5,18228,18228,0.181397
6,18228,18228,0.168196
2,18441,18441,0.417683
3,18441,18441,0.246785
4,18441,18441,0.224182
5,18441,18441,0.281058
6,18441,18441,0.181910
2,18654,18654,0.341711
3,18654,18654,0.362140
4,18654,18654,0.222773
5,18654,18654,0.191919
6,18654,18654,0.276680
2,18867,18867,0.341645
3,18867,18867,0.274784
4,18867,18867,0.322275
5,18867,18867,0.196081
6,18867,18867,0.183469
2,19080,19080,0.448533
3,19080,19080,0.265380
4,19080,19080,0.222707
5,19080,19080,0.318072
6,19080,19080,0.185627
2,19294,19294,0.355315
3,19294,19294,0.389351
4,19294,19294,0.263678
5,19294,19294,0.198152
6,19294,19294,0.324880
2,19508,19508,0.366491
3,19508,19508,0.266864
4,19508,19508,0.239492
5,19508,19508,0.216828
6,19508,19508,0.305842
2,19722,19722,0.369216
3,19722,19722,0.284089
4,19722,19722,0.251779
5,19722,19722,0.209550
6,19722,19722,0.333988
2,19936,19936,0.379417
3,19936,19936,0.282493
4,19936,19936,0.244758
5,19936,19936,0.217855
6,19936,19936,0.317527
2,20150,20150,0.394163
3,20150,20150,0.314249
4,20150,20150,0.257351
5,20150,20150,0.229969
6,20150,20150,0.340524
2,20365,20365,0.409056
3,20365,20365,0.289299
4,20365,20365,0.263322
5,20365,20365,0.247258
6,20365,20365,0.220230
2,20580,20580,0.524560
3,20580,20580,0.378084
4,20580,20580,0.268142
5,20580,20580,0.227476
6,20580,20580,0.342804
2,20795,20795,0.407708
3,20795,20795,0.311508
4,20795,20795,0.270268
5,20795,20795,0.363457
6,20795,20795,0.225347
2,21010,21010,0.425666
3,21010,21010,0.313430
4,21010,21010,0.298533
5,21010,21010,0.245901
6,21010,21010,0.219084
2,21226,21226,0.433478
3,21226,21226,0.337499
4,21226,21226,0.282794
5,21226,21226,0.248743
6,21226,21226,0.234177
2,21442,21442,0.441480
3,21442,21442,0.324587
4,21442,21442,0.294694
5,21442,21442,0.246069
6,21442,21442,0.234387
2,21658,21658,0.456333
3,21658,21658,0.339031
4,21658,21658,0.281584
5,21658,21658,0.250662
6,21658,21658,0.237639
2,21874,21874,0.464415
3,21874,21874,0.413138
4,21874,21874,0.293869
5,21874,21874,0.266833
6,21874,21874,0.241981
2,22090,22090,0.473547
3,22090,22090,0.351220
4,22090,22090,0.293685
5,22090,22090,0.276859
6,22090,22090,0.251309
2,22307,22307,0.471378
3,22307,22307,0.505919
4,22307,22307,0.294004
5,22307,22307,0.273149
6,22307,22307,0.262497
2,22524,22524,0.491682
3,22524,22524,0.362564
4,22524,22524,0.367726
5,22524,22524,0.287272
6,22524,22524,0.257402
2,22741,22741,0.494641
3,22741,22741,0.516427
4,22741,22741,0.314425
5,22741,22741,0.297161
6,22741,22741,0.266100
2,22958,22958,0.495965
3,22958,22958,0.363259
4,22958,22958,0.404000
5,22958,22958,0.298335
6,22958,22958,0.428149
2,23176,23176,0.514493
3,23176,23176,0.541142
4,23176,23176,0.312549
5,23176,23176,0.447335
6,23176,23176,0.267638
2,23394,23394,0.560192
3,23394,23394,0.393906
4,23394,23394,0.496958
5,23394,23394,0.311438
6,23394,23394,0.431722
2,23612,23612,0.531020
3,23612,23612,0.572508
4,23612,23612,0.348525
5,23612,23612,0.457804
6,23612,23612,0.293734
2,23830,23830,0.745477
3,23830,23830,0.429614
4,23830,23830,0.507269
5,23830,23830,0.314351
6,23830,23830,0.449114
2,24048,24048,0.564803
3,24048,24048,0.578687
4,24048,24048,0.349831
5,24048,24048,0.484591
6,24048,24048,0.303476
2,24267,24267,0.721410
3,24267,24267,0.414917
4,24267,24267,0.546940
5,24267,24267,0.326203
6,24267,24267,0.499364
2,24486,24486,0.586952
3,24486,24486,0.619623
4,24486,24486,0.357123
5,24486,24486,0.514740
6,24486,24486,0.306536
2,24705,24705,0.744537
3,24705,24705,0.435193
4,24705,24705,0.534797
5,24705,24705,0.333581
6,24705,24705,0.503590
2,24924,24924,0.616663
3,24924,24924,0.639554
4,24924,24924,0.375576
5,24924,24924,0.530058
6,24924,24924,0.322726
2,25143,25143,0.771498
3,25143,25143,0.447243
4,25143,25143,0.563310
5,25143,25143,0.357057
6,25143,25143,0.532675
2,25363,25363,0.650300
3,25363,25363,0.658993
4,25363,25363,0.391431
5,25363,25363,0.558171
6,25363,25363,0.339733
2,25583,25583,0.809139
3,25583,25583,0.469615
4,25583,25583,0.607944
5,25583,25583,0.383807
6,25583,25583,0.522654
2,25803,25803,0.627391
3,25803,25803,0.702665
4,25803,25803,0.448603
5,25803,25803,0.362851
6,25803,25803,0.562980
2,26023,26023,0.652536
3,26023,26023,0.655207
4,26023,26023,0.427620
5,26023,26023,0.657828
6,26023,26023,0.336873
2,26243,26243,0.845551
3,26243,26243,0.521075
4,26243,26243,0.642880
5,26243,26243,0.367615
6,26243,26243,0.573935
2,26463,26463,0.657486
3,26463,26463,0.790921
4,26463,26463,0.422794
5,26463,26463,0.591649
6,26463,26463,0.368528
2,26684,26684,0.899055
3,26684,26684,0.505987
4,26684,26684,0.639634
5,26684,26684,0.376151
6,26684,26684,0.604082
2,26905,26905,0.700685
3,26905,26905,0.697607
4,26905,26905,0.429420
5,26905,26905,0.648102
6,26905,26905,0.363732
2,27126,27126,0.898505
3,27126,27126,0.528845
4,27126,27126,0.737117
5,27126,27126,0.412147
6,27126,27126,0.695011
2,27347,27347,0.763112
3,27347,27347,0.757840
4,27347,27347,0.483437
5,27347,27347,0.618701
6,27347,27347,0.371416
2,27568,27568,0.954531
3,27568,27568,0.533834
4,27568,27568,0.720171
5,27568,27568,0.417730
6,27568,27568,0.630028
2,27790,27790,0.979774
3,27790,27790,0.554387
4,27790,27790,0.697841
5,27790,27790,0.425630
6,27790,27790,0.683274
2,28012,28012,0.743019
3,28012,28012,0.934402
4,28012,28012,0.509842
5,28012,28012,0.662524
6,28012,28012,0.631088
2,28234,28234,0.984921
3,28234,28234,0.556250
4,28234,28234,0.736192
5,28234,28234,0.430075
6,28234,28234,0.630946
2,28456,28456,0.758305
3,28456,28456,0.809112
4,28456,28456,0.477590
5,28456,28456,0.744924
6,28456,28456,0.409423
2,28678,28678,1.119022
3,28678,28678,0.601855
4,28678,28678,0.514669
5,28678,28678,0.712595
6,28678,28678,0.429733
2,28900,28900,1.051910
3,28900,28900,0.613365
4,28900,28900,0.756630
5,28900,28900,0.460460
6,28900,28900,0.729552
2,29123,29123,0.819452
3,29123,29123,0.598416
4,29123,29123,0.751860
5,29123,29123,0.470732
6,29123,29123,0.777671
2,29346,29346,0.814535
3,29346,29346,0.608528
4,29346,29346,0.863564
5,29346,29346,0.469039
6,29346,29346,0.705235
2,29569,29569,0.844983
3,29569,29569,0.609864
4,29569,29569,0.781669
5,29569,29569,0.472960
6,29569,29569,0.726990
2,29792,29792,0.865707
3,29792,29792,0.630110
4,29792,29792,0.758405
5,29792,29792,0.487665
6,29792,29792,0.707269
2,30015,30015,0.877001
3,30015,30015,0.645418
4,30015,30015,0.900893
5,30015,30015,0.496108
6,30015,30015,0.735761
2,30238,30238,0.943985
3,30238,30238,0.647307
4,30238,30238,0.808926
5,30238,30238,0.796144
6,30238,30238,0.477409
2,30462,30462,1.155980
3,30462,30462,0.652103
4,30462,30462,0.860897
5,30462,30462,0.520101
6,30462,30462,0.835260
2,30686,30686,0.898155
3,30686,30686,0.703902
4,30686,30686,0.873365
5,30686,30686,0.499203
6,30686,30686,0.750934
2,30910,30910,0.929845
3,30910,30910,0.721752
4,30910,30910,0.864108
5,30910,30910,0.531354
6,30910,30910,0.782118
2,31134,31134,0.922915
3,31134,31134,0.692944
4,31134,31134,0.897215
5,31134,31134,0.516708
6,31134,31134,0.859514
2,31358,31358,0.942774
3,31358,31358,0.703434
4,31358,31358,0.874206
5,31358,31358,0.562907
6,31358,31358,0.787227
2,31582,31582,0.946985
3,31582,31582,0.706932
4,31582,31582,0.903468
5,31582,31582,0.545633
6,31582,31582,0.518997
2,31806,31806,1.241667
3,31806,31806,0.759204
4,31806,31806,0.618625
5,31806,31806,0.922524
6,31806,31806,0.545579
2,32031,32031,1.290004
3,32031,32031,0.738276
4,32031,32031,0.936178
5,32031,32031,0.610681
6,32031,32031,0.524112
2,32256,32256,1.317537
3,32256,32256,0.733343
4,32256,32256,0.925942
5,32256,32256,0.571011
6,32256,32256,0.859250
2,32481,32481,1.006896
3,32481,32481,0.767627
4,32481,32481,0.634118
5,32481,32481,1.003602
6,32481,32481,0.546813
2,32706,32706,1.297424
3,32706,32706,0.767370
4,32706,32706,0.643399
5,32706,32706,0.912042
6,32706,32706,0.541477
2,32931,32931,1.321385
3,32931,32931,0.764134
4,32931,32931,0.668987
5,32931,32931,0.927919
6,32931,32931,0.539815
2,33156,33156,1.044822
3,33156,33156,0.829936
4,33156,33156,0.678441
5,33156,33156,0.591089
6,33156,33156,0.884354
2,33382,33382,1.067134
3,33382,33382,0.810065
4,33382,33382,0.681521
5,33382,33382,0.593557
6,33382,33382,0.904994
2,33608,33608,1.094061
3,33608,33608,0.844464
4,33608,33608,0.708768
5,33608,33608,0.625283
6,33608,33608,0.936744
2,33834,33834,1.121144
3,33834,33834,0.838357
4,33834,33834,0.687894
5,33834,33834,0.603188
6,33834,33834,0.566272
2,34060,34060,1.105332
3,34060,34060,0.820084
4,34060,34060,0.688828
5,34060,34060,0.634967
6,34060,34060,0.584827
2,34286,34286,1.109631
3,34286,34286,0.886595
4,34286,34286,0.727719
5,34286,34286,0.629878
6,34286,34286,0.587302
2,34512,34512,1.144803
3,34512,34512,0.878949
4,34512,34512,0.710675
5,34512,34512,0.653036
6,34512,34512,0.588811
2,34738,34738,1.139290
3,34738,34738,0.856827
4,34738,34738,0.743860
5,34738,34738,0.642290
6,34738,34738,0.623786
2,34965,34965,1.164031
3,34965,34965,0.865506
4,34965,34965,0.728978
5,34965,34965,0.642200
6,34965,34965,0.610573
2,35192,35192,1.199612
3,35192,35192,0.873557
4,35192,35192,0.768309
5,35192,35192,0.668790
6,35192,35192,0.613324
2,35419,35419,1.210644
3,35419,35419,0.900843
4,35419,35419,0.794557
5,35419,35419,0.685364
6,35419,35419,0.620816
2,35646,35646,1.241302
3,35646,35646,0.918565
4,35646,35646,0.795303
5,35646,35646,0.668730
6,35646,35646,0.624270
2,35873,35873,1.203513
3,35873,35873,0.938827
4,35873,35873,0.797440
5,35873,35873,0.691596
6,35873,35873,0.640598
2,36100,36100,1.232466
3,36100,36100,0.941633
4,36100,36100,0.846036
5,36100,36100,0.738638
6,36100,36100,0.642731
2,36327,36327,1.264490
3,36327,36327,0.949377
4,36327,36327,0.795160
5,36327,36327,0.718025
6,36327,36327,0.649432
2,36555,36555,1.300474
3,36555,36555,0.955465
4,36555,36555,1.245411
5,36555,36555,0.772939
6,36555,36555,0.659766
2,36783,36783,1.259638
3,36783,36783,0.950394
4,36783,36783,0.821896
5,36783,36783,0.713210
6,36783,36783,0.684204
2,37011,37011,1.295763
3,37011,37011,1.019845
4,37011,37011,0.826899
5,37011,37011,0.745626
6,37011,37011,0.690501
2,37239,37239,1.381726
3,37239,37239,0.972511
4,37239,37239,0.800575
5,37239,37239,0.751305
6,37239,37239,0.697497
2,37467,37467,1.340228
3,37467,37467,1.000428
4,37467,37467,0.847494
5,37467,37467,0.776666
6,37467,37467,0.691515
2,37695,37695,1.361640
3,37695,37695,1.013336
4,37695,37695,0.867509
5,37695,37695,0.745695
6,37695,37695,0.727715
2,37923,37923,1.404453
3,37923,37923,1.410201
4,37923,37923,0.883299
5,37923,37923,0.781299
6,37923,37923,0.737515
2,38151,38151,1.400046
3,38151,38151,1.054463
4,38151,38151,0.855589
5,38151,38151,0.848881
6,38151,38151,0.931435
2,38380,38380,1.421214
3,38380,38380,1.047773
4,38380,38380,0.869632
